Question,Answer
What was the maximum salary per annum offered to graduates of the ME Power Electronics & Drives program in the academic year 2022-2023?,"The maximum salary per annum offered to graduates of the ME Power Electronics & Drives program in the academic year 2022-2023 was Rs. 7,50,000."
What was the maximum salary per annum offered to graduates of the ME Power Electronics & Drives program in the academic year 2021-2022?,"The maximum salary per annum offered to graduates of the ME Power Electronics & Drives program in the academic year 2021-2022 was Rs. 11,64,282."
What was the maximum salary per annum offered to graduates of the ME Power Electronics & Drives program in the academic year 2020-2021?,"The maximum salary per annum offered to graduates of the ME Power Electronics & Drives program in the academic year 2020-2021 was Rs. 7,00,000."
What was the average salary per annum offered to graduates of the ME Power Electronics & Drives program in the academic year 2022-2023?,"The average salary per annum offered to graduates of the ME Power Electronics & Drives program in the academic year 2022-2023 was Rs. 7,50,000."
What was the average salary per annum offered to graduates of the ME Power Electronics & Drives program in the academic year 2021-2022?,"The average salary per annum offered to graduates of the ME Power Electronics & Drives program in the academic year 2021-2022 was Rs. 7,50,514."
What was the average salary per annum offered to graduates of the ME Power Electronics & Drives program in the academic year 2020-2021?,"The average salary per annum offered to graduates of the ME Power Electronics & Drives program in the academic year 2020-2021 was Rs. 4,62,876."
How many students from the BE Electronics & Communication Engineering program secured placements in companies during the academic year 2022-2023?,110 students from the BE Electronics & Communication Engineering program secured placements in companies during the academic year 2022-2023.
How many students from the BE Electronics & Communication Engineering program secured placements in companies during the academic year 2021-2022?,118 students from the BE Electronics & Communication Engineering program secured placements in companies during the academic year 2021-2022.
How many students from the BE Electronics & Communication Engineering program secured placements in companies during the academic year 2020-2021?,96 students from the BE Electronics & Communication Engineering program secured placements in companies during the academic year 2020-2021.
What was the minimum salary per annum offered to graduates of the BE Electronics & Communication Engineering program in the academic year 2022-2023?,"The minimum salary per annum offered to graduates of the BE Electronics & Communication Engineering program in the academic year 2022-2023 was Rs. 3,00,000."
What was the minimum salary per annum offered to graduates of the BE Electronics & Communication Engineering program in the academic year 2021-2022?,"The minimum salary per annum offered to graduates of the BE Electronics & Communication Engineering program in the academic year 2021-2022 was Rs. 3,50,000."
What was the minimum salary per annum offered to graduates of the BE Electronics & Communication Engineering program in the academic year 2020-2021?,"The minimum salary per annum offered to graduates of the BE Electronics & Communication Engineering program in the academic year 2020-2021 was Rs. 3,23,636."
